id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1271620,Rental unit in Athens · ★5.0 · 1 bedroom · 2 beds · 1 bath,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.9692,23.71073,Entire home/apt,50,30,7,2023-01-27,0.06,6,291,2,00000113310
1272844,Tiny home in Athens · ★4.54 · 1 bedroom · 1 bed · 1 bath,2717857,Aikaterini,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96525,23.73991,Entire home/apt,25,20,163,2021-08-23,1.36,1,169,0,00000092067
1274262,Rental unit in Athens · ★4.08 · 2 bedrooms · 4 beds · 1.5 baths,6936206,Elena,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99333,23.72931,Entire home/apt,53,2,13,2016-08-28,0.11,1,0,0,
1286210,Rental unit in Athens · ★4.57 · 1 bedroom · 1 bed · 1 bath,372161,Peter,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98828,23.75706,Entire home/apt,48,5,8,2018-07-31,0.07,1,55,0,
1315027,Rental unit in Athens · ★4.09 · 2 bedrooms · 2 beds · 1 bath,6993996,Thaleia,,ΙΛΙΣΙΑ,37.97277,23.75443,Entire home/apt,69,444,12,2014-06-26,0.10,1,365,0,
1368303,Rental unit in Athens · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,7327234,Rita,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99436,23.76666,Entire home/apt,64,1,272,2021-08-30,2.29,2,0,0,00000220015
1372935,Rental unit in Athens · ★4.77 · 2 bedrooms · 3 beds · 1 bath,6330438,Stratos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97587,23.73311,Entire home/apt,130,2,48,2022-08-28,0.40,1,92,1,01118486987
1374299,Rental unit in Athens · ★4.88 · 2 bedrooms · 2 beds · 1 bath,3756353,Thelma,,ΝΙΡΒΑΝΑ,38.01501,23.72582,Entire home/apt,41,2,480,2023-06-25,4.02,2,228,53,00000241750
1447443,Rental unit in Athens · ★4.66 · 1 bedroom · 2 beds · 1 bath,652941,Eleni,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97054,23.73163,Entire home/apt,74,1,390,2023-06-11,3.33,2,233,44,00000448700
1470809,Rental unit in Athens · ★5.0 · 3 bedrooms · 3 beds · 2 baths,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96694,23.7211,Entire home/apt,100,3,3,2015-04-05,0.03,2,351,0,
1473284,Home in Athens · ★4.73 · 1 bedroom · 1 bed · 1 private bath,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96685,23.72056,Private room,40,2,15,2017-09-07,0.13,2,338,0,
1473469,Rental unit in Athens · ★4.71 · 1 bedroom · 1 bed · 1.5 shared baths,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,38.00026,23.73823,Private room,30,3,83,2020-01-24,0.69,5,212,0,
1484797,Rental unit in Athens · ★4.89 · 1 bedroom · 2 beds · 1 bath,7943398,Vesna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9626,23.72075,Entire home/apt,76,5,597,2023-06-23,4.97,2,300,27,00001860169
1499953,Rental unit in Athens · ★4.82 · 2 bedrooms · 3 beds · 2 baths,8015565,Michalia,,ΛΥΚΑΒΗΤΤΟΣ,37.97865,23.74152,Entire home/apt,159,4,151,2023-05-01,1.26,1,272,9,00000444217
1516652,Rental unit in Athens · Studio · 1 bed · 0 baths,8098022,Efi,,ΠΕΤΡΑΛΩΝΑ,37.96393,23.71092,Entire home/apt,44,1,0,,,1,0,0,
1529526,Guest suite in Athens · ★4.85 · 1 bedroom · 1 bed · 1 bath,8158292,Nasir,,ΚΟΛΩΝΟΣ,37.99882,23.7185,Entire home/apt,73,2,463,2023-06-23,4.67,1,305,43,00000053299
1568065,Rental unit in Athens · ★4.92 · 1 bedroom · 2 beds · 1.5 baths,8339895,Regina,,ΚΟΛΩΝΑΚΙ,37.97708,23.74285,Entire home/apt,93,6,85,2023-05-31,0.78,2,195,12,00000155702
1575982,Rental unit in Athens · ★4.59 · 1 bedroom · 1 bed · 1 bath,70840,Amanda,,ΚΟΛΩΝΑΚΙ,37.97702,23.74253,Entire home/apt,46,15,22,2023-04-03,0.20,1,191,4,00001785514
1627870,Rental unit in Athens · ★4.92 · 1 bedroom · 1 bed · 1 bath,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.968845,23.709717,Entire home/apt,70,30,12,2022-10-24,0.13,6,324,2,00000113230
1639002,Rental unit in Athens · ★3.83 · 1 bedroom · 1 bed · 1 bath,8703008,Μυρων,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98728,23.74703,Entire home/apt,61,2,6,2022-04-30,0.08,2,307,0,00001211844
1654320,Rental unit in Athina · ★4.86 · 1 bedroom · 1 bed · 1 bath,1781590,Karolos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98343,23.73923,Entire home/apt,91,4,43,2023-06-17,0.91,1,161,3,00000852827
1659222,Home in Athens · 1 bedroom · 1 bed · 1 bath,8792981,John,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95928,23.73691,Entire home/apt,37,5,0,,,1,0,0,
1672696,Rental unit in Athina · ★4.92 · 2 bedrooms · 3 beds · 2 baths,8852839,Roni,,ΒΟΤΑΝΙΚΟΣ,37.97836,23.70879,Entire home/apt,105,2,63,2023-06-22,1.31,2,215,24,00000662290
1708578,Rental unit in Athens · ★4.83 · Studio · 1 bed · 1.5 baths,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98894,23.73873,Entire home/apt,37,2,83,2023-06-16,0.71,2,56,14,00000039244
1728675,Rental unit in Athens · ★4.73 · 1 bedroom · 3 beds · 1 bath,4533113,Toula,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98768,23.72126,Entire home/apt,46,3,257,2022-11-01,2.18,1,343,9,00001433707
1734269,Rental unit in Athina · ★4.78 · Studio · 2 beds · 1 bath,3625710,Ilias,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95958,23.72467,Entire home/apt,38,3,176,2023-06-23,1.56,2,330,31,00000066050
1743425,Rental unit in Athens · ★4.89 · Studio · 1 bed · 1 bath,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98742,23.73689,Entire home/apt,96,3,261,2023-06-16,2.25,2,42,30,00001208312
1793287,Rental unit in Athens · 2 bedrooms · 4 beds · 1.5 baths,3670650,Donia,,ΚΟΛΩΝΑΚΙ,37.97842,23.74032,Entire home/apt,120,3,0,,,1,336,0,
1826249,Condo in Athens · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,9556344,Dora,,ΓΚΥΖΗ,37.99433,23.74989,Private room,29,1,298,2023-06-14,2.70,1,218,42,
1845240,Rental unit in Athens · ★4.75 · 1 bedroom · 1 bed · 1 bath,9640455,Maria,,ΠΑΓΚΡΑΤΙ,37.97235,23.74366,Entire home/apt,42,1,366,2023-06-10,3.13,3,245,14,00001674230
1900810,Rental unit in Athens · ★4.64 · Studio · 1 bed · 1 bath,1585338,Flavia,,ΚΟΛΩΝΑΚΙ,37.97709,23.745,Entire home/apt,85,5,11,2023-06-11,0.10,18,220,4,00001910004
1952753,Rental unit in Athens · ★4.81 · 1 bedroom · 1 bed · 1 bath,10095309,Lukas,,ΝΕΑ ΚΥΨΕΛΗ,37.99764,23.74302,Entire home/apt,55,2,136,2023-04-04,1.18,1,131,7,00000334645
1980894,Boat in Athens · 4 bedrooms · 8 beds · 2 baths,9626098,Christos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9647,23.73285,Private room,260,7,2,2017-08-06,0.02,1,0,0,
1989905,Rental unit in Athina · ★4.52 · 2 bedrooms · 4 beds · 2 baths,748818,George,,ΚΕΡΑΜΕΙΚΟΣ,37.98108,23.71336,Entire home/apt,174,1,127,2023-06-15,1.15,74,312,20,1824008
2025216,Rental unit in Athens · ★4.67 · Studio · 2 beds · 1 bath,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98729,23.74312,Entire home/apt,64,5,3,2023-05-01,0.03,18,351,1,00001685810
2064939,Rental unit in Athina · ★4.92 · 1 bedroom · 2 beds · 1 bath,10487683,Fotis & Amalia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98115,23.73551,Entire home/apt,105,3,25,2023-06-06,0.52,1,118,3,00000769687
2069270,Rental unit in Athens · ★4.95 · 2 bedrooms · 3 beds · 1 bath,10581143,Pagona,,ΚΟΛΩΝΑΚΙ,37.97763,23.739,Entire home/apt,253,2,21,2023-06-20,0.19,10,156,1,00000528287
2096863,Condo in Athens · ★5.0 · 2 bedrooms · 1 bath,4434520,Giannitsa,,ΚΟΛΩΝΑΚΙ,37.98258590698242,23.752315521240234,Entire home/apt,100,3,6,2023-01-04,0.06,1,272,5,00000296721
2133917,Rental unit in Athens · ★4.71 · 3 bedrooms · 5 beds · 2 baths,10888595,Haris,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98691,23.71444,Entire home/apt,330,1,371,2023-06-11,3.21,1,297,36,00000303810
2148876,Rental unit in Athens · ★4.85 · 2 bedrooms · 2 beds · 2 baths,5483061,Alexis,,ΓΟΥΔΙ,37.98183,23.75983,Entire home/apt,130,6,26,2022-10-30,0.24,1,329,2,00001696613
2180753,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,4207339,Michael,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.984822,23.7359202,Entire home/apt,80,6,0,,,1,109,0,00001985020
2219385,Condo in Athina · ★4.69 · 2 bedrooms · 2 beds · 2 baths,11322414,Jessy,,ΣΤΑΔΙΟ,37.96538,23.74292,Entire home/apt,80,3,39,2023-05-07,0.41,2,126,10,00001175559
2235818,Rental unit in Athens · ★4.89 · 1 bedroom · 1 bed · 1 bath,132057113,Plan-O,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9634,23.72275,Entire home/apt,83,3,93,2022-09-30,0.85,2,268,1,00001353159
2247340,Rental unit in Athina · ★4.90 · 1 bedroom · 2 beds · 1 bath,10281212,Gil,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9649913,23.7239501,Entire home/apt,70,1,10,2023-06-22,8.11,1,333,10,00000082234
2266094,Rental unit in Athens · ★4.98 · 2 bedrooms · 2 beds · 2 baths,3519983,Alexandra,,ΓΚΥΖΗ,37.99214,23.74923,Entire home/apt,99,7,50,2022-03-31,0.48,2,74,0,00001095564
2299339,Rental unit in Athens · ★4.76 · 2 bedrooms · 5 beds · 1 bath,11745220,Andronike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9674,23.72522,Entire home/apt,90,2,373,2023-06-22,3.35,2,274,22,00001948000
2305770,Rental unit in Athens · ★4.87 · 1 bedroom · 1 bed · 1 bath,11777249,Maria Vesna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96427,23.72065,Entire home/apt,64,5,564,2023-06-23,4.95,2,327,16,00001860010
2322698,Condo in Athina · ★4.93 · 1 bedroom · 1 bed · 1 bath,9679915,Tassos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97980499267578,23.725061416625977,Entire home/apt,82,1,109,2023-06-13,1.28,1,98,9,00000068589
2362698,Loft in Athens · ★4.91 · 3 bedrooms · 6 beds · 2 baths,12068199,Kika,,ΒΟΤΑΝΙΚΟΣ,37.97952,23.70288,Entire home/apt,109,2,156,2022-08-24,1.39,1,0,6,00000148160
2534822,Rental unit in Athens · ★4.74 · 2 bedrooms · 2 beds · 1.5 baths,12981170,Manolis,,ΛΥΚΑΒΗΤΤΟΣ,37.98554,23.74768,Entire home/apt,57,3,105,2023-05-29,0.95,6,72,10,00000407966
2551382,Rental unit in Athens · ★4.81 · 3 bedrooms · 5 beds · 3.5 baths,13062322,Evi,,ΙΛΙΣΙΑ,37.97513,23.75287,Entire home/apt,150,2,159,2023-06-11,1.42,1,316,20,00000263988
2579525,Rental unit in Athens · ★4.73 · 1 bedroom · 3 beds · 1.5 baths,13211592,Jul,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98784,23.73431,Entire home/apt,48,1,608,2023-06-14,5.52,2,100,53,00000245131
2610077,Loft in Athens · ★4.94 · 1 bedroom · 1 bed · 1 bath,13367120,Ria & Jason,,ΚΟΛΩΝΑΚΙ,37.98281,23.75282,Entire home/apt,78,1,327,2019-12-30,2.93,1,0,0,00000762105
2618140,Home in Athens · ★4.83 · 2 bedrooms · 3 beds · 1 bath,5903928,Katerina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96519,23.72328,Entire home/apt,141,3,370,2023-06-25,3.37,2,318,38,00001435763
2630315,Rental unit in Athina · ★4.84 · 3 bedrooms · 6 beds · 2 baths,13473499,James,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97727,23.72542,Entire home/apt,273,4,234,2023-06-20,2.10,1,303,32,00000248904
2642944,Rental unit in Athens · ★4.67 · 2 bedrooms · 2 beds · 1 bath,13531049,Ράνια,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.021034240722656,23.731700897216797,Entire home/apt,65,2,3,2014-10-29,0.03,1,364,0,00001917458
2655090,Rental unit in Athens · ★4.91 · 1 bedroom · 1 bed · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98886,23.76467,Entire home/apt,89,1,33,2022-01-12,0.36,7,88,0,00001043275
2667852,Rental unit in Athens · ★4.58 · 2 bedrooms · 4 beds · 1 bath,13656735,Athens Family Apartments,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99263,23.72616,Entire home/apt,67,3,12,2016-04-26,0.11,6,332,0,
2668122,Rental unit in Athens · ★4.41 · 1 bedroom · 4 beds · 1 bath,13656735,Athens Family Apartments,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99268,23.72619,Entire home/apt,60,3,22,2023-03-27,0.20,6,92,3,
2693342,Condo in Athina · ★4.95 · 1 bedroom · 2 beds · 1 bath,13657232,Yan,,ΠΑΓΚΡΑΤΙ,37.97088,23.74184,Entire home/apt,35,6,140,2022-09-17,1.72,1,0,7,00000512879
2725897,Rental unit in Athens · ★4.91 · 1 bedroom · 1 bed · 1 private bath,13948712,Nick,,ΠΑΓΚΡΑΤΙ,37.97186,23.74679,Private room,29,2,337,2023-06-12,3.02,2,25,22,
2739623,Rental unit in Athens · ★4.89 · 2 bedrooms · 2 beds · 1 bath,14018047,Barbara,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97312,23.73227,Entire home/apt,100,2,463,2023-06-15,4.18,1,125,65,00000252502
2751269,Rental unit in Athens · ★4.92 · 1 bedroom · 1 bed · 1 private bath,13948712,Nick,,ΠΑΓΚΡΑΤΙ,37.97159,23.74666,Private room,27,2,315,2023-06-13,2.83,2,25,20,
2753388,Rental unit in Athens · ★4.65 · 1 bedroom · 2 beds · 1 bath,14083527,Sofia,,ΝΙΡΒΑΝΑ,38.01193,23.72585,Entire home/apt,32,2,194,2023-04-10,1.76,2,175,2,00000094718
2816920,Rental unit in Athens · ★4.95 · 1 bedroom · 2 beds · 1 bath,12303025,Orestis,,ΘΗΣΕΙΟ,37.97467,23.71731,Entire home/apt,55,2,128,2023-06-08,1.72,4,250,17,00000738422
2820880,Rental unit in Athens · ★4.76 · 2 bedrooms · 3 beds · 2 baths,1418201,D & Y Boutique Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97866,23.72512,Entire home/apt,163,3,144,2023-04-08,1.33,48,0,22,00002004155
2822037,Loft in Athens · ★4.78 · 2 bedrooms · 5 beds · 1.5 baths,14437066,Miltos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99516,23.76532,Entire home/apt,69,3,65,2023-04-11,0.59,1,317,8,00000041608
2841806,Rental unit in Athens · ★4.85 · Studio · 1 bed · 1 bath,14536309,Athenian Life Collection,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97472,23.73228,Entire home/apt,114,2,382,2023-06-19,3.43,7,266,75,00000122460
2843975,Rental unit in Athens · ★4.78 · 2 bedrooms · 3 beds · 2 baths,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97971,23.72792,Entire home/apt,100,1,210,2021-10-19,1.90,5,0,0,00800835933
2844923,Rental unit in Athens · ★4.92 · 2 bedrooms · 3 beds · 1 bath,14090897,Andreas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97158,23.73024,Entire home/apt,98,2,273,2023-06-25,2.48,1,58,52,00000083894
2883333,Rental unit in Athens · ★4.56 · 2 bedrooms · 1 bath,14273342,Effie,,ΚΟΛΩΝΟΣ,38.00135,23.71638,Entire home/apt,27,1,404,2020-09-02,3.67,3,206,0,00000195596
2912133,Rental unit in Athens · ★4.89 · 1 bedroom · 2 beds · 1 bath,10996020,Lida,,ΓΟΥΒΑ,37.96057,23.73901,Entire home/apt,92,3,197,2023-06-14,1.80,1,308,7,00000037761
2920545,Rental unit in Athens · ★4.89 · 1 bedroom · 1 bed · 1 bath,570423,Despoina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97296,23.72936,Entire home/apt,129,1,256,2023-06-19,2.31,2,331,45,00000230384
2929796,Rental unit in Athens · ★4.84 · 2 bedrooms · 1 bed · 1 bath,6515798,Athanasios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96423,23.72773,Entire home/apt,67,1,286,2023-06-24,2.61,4,332,1,00002096460
2953049,Loft in Athens · ★4.90 · 1 bedroom · 1 bed · 1 bath,9711207,Aemilia,,ΠΑΓΚΡΑΤΙ,37.97078,23.74298,Entire home/apt,93,3,140,2023-05-27,1.27,1,303,12,00001880634
2973483,Home in Athens · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,15167857,Makis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97809,23.72315,Private room,35,1,189,2020-01-03,1.71,2,162,0,
2987837,Rental unit in Athens · ★4.53 · 1 bedroom · 1 bed · 1 bath,15235096,Nikos,,ΠΑΓΚΡΑΤΙ,37.97004,23.74462,Entire home/apt,30,2,113,2020-08-31,1.05,1,0,0,00000169522
3036157,Condo in Athens · ★5.0 · 3 bedrooms · 3 beds · 2 baths,15463333,Michael,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98625,23.72994,Entire home/apt,140,2,41,2023-06-24,3.54,2,71,41,01180591454
3107136,Serviced apartment in Athens · 1 bedroom · 3 beds · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97811,23.72375,Entire home/apt,91,1,2,2021-11-01,0.09,9,312,0,0206Κ124Κ0294301
3117246,Condo in Athens · ★4.86 · 1 bedroom · 1 bed · 1 bath,13384428,Spiros,,ΑΚΡΟΠΟΛΗ,37.96281,23.71812,Entire home/apt,59,2,358,2023-06-22,3.23,4,47,61,00000081298
3150921,Rental unit in Athina · ★4.58 · 1 bedroom · 2 beds · 1 bath,6036732,Leonidas,,ΘΗΣΕΙΟ,37.97683,23.72293,Entire home/apt,50,365,107,2021-09-05,0.97,2,365,0,00000837616
3160736,Rental unit in Αθήνα · 2 bedrooms · 4 beds · 1 bath,16036815,Αριστεα,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00328,23.72694,Entire home/apt,48,1,0,,,1,0,0,
3179431,Rental unit in Athens · ★4.75 · 1 bedroom · 2 beds · 2 baths,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97748,23.72498,Entire home/apt,99,1,4,2022-12-26,0.04,9,290,1,0206Κ124Κ0294401
3179713,Rental unit in Athens · ★4.57 · 1 bedroom · 3 beds · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97755,23.72375,Entire home/apt,90,1,14,2022-10-22,0.13,9,297,3,0206Κ124Κ0294401
3180437,Rental unit in Athens · ★4.75 · 1 bedroom · 2 beds · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97958,23.72377,Entire home/apt,73,1,4,2017-09-05,0.04,9,117,0,0206Κ124Κ0294401
3180549,Rental unit in Athens · ★4.63 · 1 bedroom · 1 bed · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97763,23.72392,Entire home/apt,64,1,8,2018-04-02,0.07,9,292,0,0206Κ124Κ0294401
3180588,Rental unit in Athens · ★4.69 · 1 bedroom · 1 bed · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97957,23.72392,Entire home/apt,61,1,13,2018-04-18,0.12,9,288,0,0206Κ124Κ0294401
3191191,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 bath,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97978,23.72849,Entire home/apt,50,2,187,2019-11-05,1.70,5,0,0,00800835933
3203498,Rental unit in Athens · ★4.85 · 1 bedroom · 1 bed · 1 bath,16233863,Martha,,ΠΑΓΚΡΑΤΙ,37.96494,23.75247,Entire home/apt,29,60,28,2023-02-15,0.26,1,10,1,00001815053
3304503,Rental unit in Athens · ★4.83 · 1 bedroom · 2 beds · 1 bath,14969767,Nikiforos,,ΠΑΤΗΣΙΑ,38.00992,23.73942,Entire home/apt,75,1,112,2022-10-30,1.02,1,60,7,00000033264
3314818,Rental unit in Athens · 1 bedroom · 2 beds · 1.5 baths,13406254,John,,ΣΕΠΟΛΙΑ,38.00628,23.72081,Private room,1050,12,0,,,1,365,0,
3335841,Rental unit in Athens · ★4.55 · 4 bedrooms · 9 beds · 2 baths,16842834,Dora,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99115,23.72848,Entire home/apt,109,2,133,2023-06-03,1.23,4,329,19,00001431108
3362911,Rental unit in Athens · ★4.58 · 2 bedrooms · 3 beds · 1 bath,16966042,Panagiotis,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.01104,23.72973,Entire home/apt,20,4,126,2023-06-09,1.15,1,224,13,00000345453
3381733,Rental unit in Athens · ★4.71 · 3 bedrooms · 4 beds · 3.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.97968,23.72325,Entire home/apt,243,2,17,2021-10-13,0.16,48,26,0,Exempt
3402831,Rental unit in Athens · ★4.89 · 2 bedrooms · 3 beds · 1 bath,8666138,Greg,,ΙΛΙΣΙΑ,37.97464,23.74885,Entire home/apt,129,1,192,2022-03-07,1.76,5,257,0,1024280
3428808,Rental unit in Αθήνα · ★4.73 · 1 bedroom · 1 bed · 1 bath,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.72799,Entire home/apt,96,2,417,2023-06-10,3.87,2,267,47,00000886561
3431705,Rental unit in Athens · ★4.84 · 3 bedrooms · 4 beds · 3 baths,14538849,Aris,,ΘΗΣΕΙΟ,37.97813,23.72186,Entire home/apt,159,1,831,2023-06-20,7.61,3,252,101,00000232111
3433913,Rental unit in Athina · ★4.48 · 2 bedrooms · 3 beds · 1 bath,748818,George,,ΚΟΛΩΝΑΚΙ,37.97884,23.73783,Entire home/apt,132,1,86,2022-11-12,0.79,74,190,6,1870710
3435208,Rental unit in Athens · ★4.76 · 1 bedroom · 2 beds · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.98005,23.72356,Entire home/apt,75,2,120,2023-06-05,1.10,48,121,15,00002070174
3455329,Rental unit in Athens · ★4.55 · 2 bedrooms · 3 beds · 1 bath,640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99229,23.7298,Entire home/apt,89,2,29,2023-06-12,0.29,6,346,10,00000173244
3461034,Rental unit in Athina · ★4.40 · 2 bedrooms · 2 beds · 1.5 baths,9076430,Emmanouela,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99034,23.75943,Entire home/apt,40,365,6,2019-08-03,0.06,1,365,0,
3489508,Rental unit in Athens · ★4.72 · 1 bedroom · 3 beds · 1.5 baths,7672336,Lefteris,,ΚΕΡΑΜΕΙΚΟΣ,37.98097,23.71581,Entire home/apt,50,1,142,2022-08-25,1.31,1,207,9,00000484125
3500141,Rental unit in Athens · ★4.89 · 2 bedrooms · 4 beds · 1 bath,17625059,Phaidon,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96802,23.72679,Entire home/apt,94,2,256,2023-06-14,2.35,1,88,30,00001623001
3517805,Rental unit in Athens · ★4.76 · 2 bedrooms · 3 beds · 1 bath,17712465,Zois,,ΠΕΤΡΑΛΩΝΑ,37.9707,23.71315,Entire home/apt,90,3,60,2023-06-18,0.57,1,299,17,00001596280
3608304,Rental unit in Athens · ★4.85 · 1 bedroom · 1 bed · 1 bath,18182930,Esi,,ΠΑΓΚΡΑΤΙ,37.96784,23.75003,Entire home/apt,70,4,82,2022-09-23,0.77,3,295,2,00000442526
3631750,Loft in Athens · ★4.93 · 1 bedroom · 3 beds · 1 bath,12219175,Stratis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97738,23.7245,Entire home/apt,120,2,275,2023-06-08,2.55,3,301,26,00000504008
3634873,Rental unit in Athina · ★4.90 · 1 bedroom · 1 bed · 2.5 baths,18257083,Panos,,ΓΚΑΖΙ,37.97672,23.71096,Entire home/apt,120,1,64,2023-06-21,0.74,1,283,6,00000720958
3659371,Home in Athens · ★4.50 · 2 bedrooms · 3 beds · 2 baths,18544344,Tatiani,,ΘΗΣΕΙΟ,37.973968505859375,23.716068267822266,Entire home/apt,143,2,4,2017-09-17,0.04,4,300,0,00000516603
3704577,Rental unit in Athina · ★4.89 · 2 bedrooms · 3 beds · 1.5 baths,18887487,Aristides,,ΑΚΡΟΠΟΛΗ,37.9691,23.72842,Entire home/apt,301,2,161,2023-06-04,1.51,1,113,17,00001341890
